100 0.0548615
200 0.0803323
300 0.101673
400 0.0184492
500 0.0205615
600 0.268508
700 0.1167
800 0.022463
900 0.0222522
1000 0.0214686
1100 0.0207432
1200 0.019844
1300 0.0188355
1400 0.0177583
1500 0.0166493
1600 0.0154841
1700 0.0145345
1800 0.00623081
1900 0.0289696
2000 0.00261285
2100 0.0216583
2200 0.000666579
2300 0.00848141
2400 0.00246889
2500 0.00230077
2600 1.40326e-07
2700 5.59405e-16
2800 1.45771e-28
2900 2.48305e-45
3000 0
3100 0
3200 0
3300 0
3400 0
3500 0
3600 0
3700 0
3800 0
3900 0
4000 0
4100 0
4200 0
4300 0
4400 0
4500 0
4600 0
4700 0
4800 0
4900 0
5000 0
5100 0
5200 0
5300 0
5400 0
5500 0
5600 0
5700 0
5800 0
5900 0
6000 0
6100 0
6200 0
6300 0
6400 0
6500 0
6600 0
6700 0
6800 0
6900 0
7000 0
7100 0
7200 0
7300 0
7400 0
7500 0
7600 0
7700 0
7800 0
7900 0
8000 0
8100 0
8200 0
8300 0
8400 0
8500 0
8600 0
8700 0
8800 0
8900 0
9000 0
9100 0
9200 0
9300 0
9400 0
9500 0
9600 0
9700 0
9800 0
9900 0
10000 0
